-0.04321515,6.374824,-6.267427
-0.04203739,6.376724,-6.245509
-0.04091289,6.378947,-6.222277
-0.04058156,6.381072,-6.192687
-0.04151337,6.38225,-6.169527
-0.0434289,6.383275,-6.144946
-0.04632305,6.383975,-6.119815
-0.04994176,6.384208,-6.094828
-0.05386043,6.383841,-6.071036
-0.05773892,6.383054,-6.046795
-0.0612132,6.382003,-6.023308
-0.06410647,6.380773,-6.000623
-0.06627032,6.379407,-5.978885
-0.06735254,6.377916,-5.958886
-0.06658895,6.375104,-5.930268
-0.06486167,6.37283,-5.910994
-0.06254989,6.370335,-5.891863
-0.05925298,6.366383,-5.863574
-0.05795299,6.362449,-5.838369
-0.06046595,6.359111,-5.815983
-0.06802872,6.356989,-5.797499
-0.07776244,6.353577,-5.819136
-0.07578377,6.34875,-5.846549
-0.07384809,6.344333,-5.875714
-0.0715102,6.340238,-5.906159
-0.0683407,6.336322,-5.937593
-0.06401598,6.332274,-5.969298
-0.05796664,6.327928,-6.001975
-0.05013233,6.323141,-6.033988
-0.04067209,6.317207,-6.06285
-0.02973543,6.309831,-6.08795
-0.04398911,6.313748,-6.073603
-0.06053444,6.313468,-6.062278
-0.0733593,6.30911,-6.047599
-0.07655745,6.312622,-6.028711
-0.07066578,6.316175,-6.010216
-0.05750747,6.323036,-5.994718
-0.04408001,6.329202,-5.980099
-0.03339132,6.331742,-5.96334
-0.03587802,6.328381,-5.942973
-0.05397603,6.335513,-5.942595
-0.06422599,6.340615,-5.960695
-0.07223859,6.336004,-5.980631
-0.07686353,6.316971,-5.987164
-0.07124579,6.310161,-5.965784
-0.06610152,6.310561,-5.942031
-0.06322011,6.312384,-5.921741
-0.0617217,6.314941,-5.899953
-0.06233938,6.317776,-5.87756
-0.06511036,6.320701,-5.855843
-0.06887355,6.32432,-5.836892
-0.07268988,6.330935,-5.816114
-0.07202595,6.343202,-5.800542
-0.06699529,6.361946,-5.794899
-0.06447487,6.382284,-5.79789
-0.08032957,6.395534,-5.790368
-0.09102236,6.403075,-5.773286
-0.09888797,6.408525,-5.756268
-0.1092572,6.414629,-5.736938
-0.122982,6.421459,-5.717311
-0.1397483,6.426197,-5.702331
-0.1583086,6.42582,-5.696146
-0.1784159,6.421617,-5.698436
-0.1989971,6.416747,-5.705941
-0.2170407,6.412337,-5.715215
-0.2323897,6.406395,-5.728293
-0.2272263,6.398562,-5.747393
-0.2024308,6.399638,-5.756815
-0.1738508,6.40322,-5.7638
-0.1518639,6.406266,-5.769009
-0.1281552,6.409935,-5.774981
-0.1030799,6.414477,-5.781208
-0.07732616,6.419911,-5.788977
-0.05100034,6.426044,-5.797391
-0.02391719,6.432639,-5.805339
0.003595866,6.438876,-5.812172
0.03120227,6.444425,-5.818446
0.05844855,6.44913,-5.825284
0.08564563,6.452929,-5.831528
0.1123732,6.455565,-5.83792
0.1382738,6.456553,-5.844392
0.1629504,6.455635,-5.850208
0.1859606,6.45305,-5.854038
0.2065448,6.449494,-5.856612
0.2306808,6.443172,-5.86009
0.2483919,6.433298,-5.866085
0.2286589,6.423711,-5.871345
0.2030682,6.421517,-5.871039
0.1810062,6.420695,-5.868018
0.1565436,6.420058,-5.864014
0.1321607,6.42022,-5.858376
0.1097494,6.421678,-5.851478
0.09019,6.424098,-5.842857
0.07383648,6.427041,-5.832356
0.05558414,6.431535,-5.815088
0.04527617,6.435817,-5.795501
0.04344337,6.440483,-5.775319
0.04902003,6.445651,-5.755695
0.05728275,6.448875,-5.736374
0.06496277,6.449449,-5.716629
0.0717243,6.44973,-5.695613
0.07720622,6.45012,-5.673297
